Sample	tsne1	tsne2	Patient	Position	Cluster	Cluster
P1_T2_Crypt_B1_3	-11.8488549440737	-10.8256164711706	P1	Crypt	1	Goblet-1
P1_T2_Crypt_B1_30	-5.18719893884888	-0.396518044743632	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_31	-4.59158133336594	0.290520620050334	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_32	-4.51646193622695	0.564836379265567	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_33	-3.4560757789495	0.585980814718403	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_34	-3.14025546451002	-2.43156019059645	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_35	2.46358502291602	-1.8964596832112	P1	Crypt	5	Enter-1
P1_T2_Crypt_B1_36	-4.98356160228336	7.59856915769839	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_37	-11.7347224782456	-9.13527610152408	P1	Crypt	1	Goblet-1
P1_T2_Crypt_B1_38	-11.2632948016318	-12.6832463575466	P1	Crypt	1	Goblet-1
P1_T2_Crypt_B1_39	-0.475992700643955	0.298554654342378	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_4	-0.73064226518483	1.86076064937115	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_41	2.58626887274867	-4.04548373797942	P1	Crypt	5	Enter-1
P1_T2_Crypt_B1_42	-1.70078531046022	-3.43808873432735	P1	Crypt	2	Enter-2
P1_T2_Crypt_B1_43	-6.50778940821738	6.01128361296789	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_44	9.96437550881459	5.76878556037356	P1	Crypt	5	Enter-1
P1_T2_Crypt_B1_45	0.773522386073163	1.73870797743693	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_46	-10.4365520141491	-1.49640952004906	P1	Crypt	1	Goblet-1
P1_T2_Crypt_B1_47	-9.08376762960403	3.14775459189507	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_48	-6.25088887049192	1.27156394388034	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_51	-8.53318893414221	3.34028355460799	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_52	-5.76877090781821	3.79539113894109	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_53	4.09336904810316	2.0398427581097	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_54	-3.68783155093177	2.55219704730414	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_55	-5.9360094900275	-3.45548847175924	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_56	1.55255895668179	1.36036551566339	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_58	-3.74642676405318	6.37459098840621	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_6	-3.77302536379938	2.62485165185748	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_60	-2.89511833449541	-1.04304927293191	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_61	-1.13367529050984	0.153689293144934	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_62	-9.20761493799876	3.10606601999798	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_63	2.50550311633799	1.23489262076284	P1	Crypt	5	Enter-1
P1_T2_Crypt_B1_65	-4.60543720078753	-6.31459211027514	P1	Crypt	6	MKI67-high
P1_T2_Crypt_B1_67	2.75682965313537	-2.02050393891963	P1	Crypt	5	Enter-1
P1_T2_Crypt_B1_68	-4.71676462059946	-1.70056575372356	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_69	-1.34147080674662	-2.63215962205807	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_7	-1.69201951048813	10.2851137191664	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_70	-8.52197139881957	-1.17754294787649	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_71	-4.98786547966217	6.15499112145594	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_72	-2.98150424488159	2.48029302638986	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_73	-10.5265606102815	-11.7068939528561	P1	Crypt	1	Goblet-1
P1_T2_Crypt_B1_74	-6.63745741246779	8.28102661500236	P1	Crypt	5	Enter-1
P1_T2_Crypt_B1_75	2.25816995800895	4.10100415270543	P1	Crypt	5	Enter-1
P1_T2_Crypt_B1_76	-3.32146684842191	6.76132612052569	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_77	-5.72875726131087	4.0124873583044	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_78	-0.162405877611064	3.45782605196625	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_81	-3.35338896841556	3.2667541303174	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_82	-6.69844815441584	-1.04759797713051	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_83	-2.84894507582194	8.16529199443524	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_85	-7.08596580257955	-1.32853352886452	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_86	-2.44780210184886	-4.88253170666189	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_87	-3.20550768058651	1.88814370642204	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_88	-7.33965667145373	3.06120217824026	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_89	-1.27712684886893	2.20994138194046	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_90	-0.380297747666219	-5.960343097362	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_91	-7.97426213812711	-6.66415817028049	P1	Crypt	1	Goblet-1
P1_T2_Crypt_B1_92	-2.27836942640029	10.6479678185117	P1	Crypt	5	Enter-1
P1_T2_Crypt_B1_93	-7.82400752578838	2.48881467723924	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_94	-1.466905864135	8.81899613682596	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_95	-5.26577659948805	3.21024814648939	P1	Crypt	3	Enter-3
P1_T2_Crypt_B1_96	-3.87269958929713	0.213205516114956	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_1	-0.801038078609706	1.54136334930671	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_10	0.82237335550354	2.80484110608379	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_11	3.56608352527645	6.12647540743136	P1	Crypt	5	Enter-1
P1_T2_Crypt_B2_12	0.398461635960485	-3.20419279508208	P1	Crypt	5	Enter-1
P1_T2_Crypt_B2_13	0.150427197936245	5.4956614132268	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_14	-0.993930571528545	-0.877052411653701	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_15	-2.58899869891184	2.84557345138734	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_17	-3.86469777019135	7.19891740065389	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_18	9.33982739406985	2.05215391995081	P1	Crypt	5	Enter-1
P1_T2_Crypt_B2_19	3.17129463768044	4.0183237749942	P1	Crypt	5	Enter-1
P1_T2_Crypt_B2_2	-8.29847294971232	5.94761743578681	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_20	-6.15957232430167	2.00674880518932	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_22	10.4335152652557	-6.66827520868775	P1	Crypt	7	Endocrine
P1_T2_Crypt_B2_23	-4.17841399193598	-6.355618612976	P1	Crypt	6	MKI67-high
P1_T2_Crypt_B2_24	-2.93265463768651	0.417043388025131	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_25	-4.20075148054344	-1.09366671788688	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_27	-1.75504108964754	0.719399751722322	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_28	-3.47199562629381	2.37767864527365	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_29	2.425025347762	-3.28714225505037	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_30	-4.11141168819714	3.12854940126627	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_31	-3.46683527903007	0.820537938009621	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_32	-0.97422310539965	8.6449904222571	P1	Crypt	2	Enter-2
P1_T2_Crypt_B2_35	-6.80720012126065	6.85704776771632	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_36	-3.07375869686938	3.42534429420028	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_37	-12.59295040904	-6.29835210018696	P1	Crypt	1	Goblet-1
P1_T2_Crypt_B2_38	-3.68204786532468	6.75834053726134	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_39	-9.26252435688461	-10.2593768588344	P1	Crypt	1	Goblet-1
P1_T2_Crypt_B2_4	18.4736174179414	11.6366219577122	P1	Crypt	8	Mesenchymal
P1_T2_Crypt_B2_40	-14.0698608508188	-10.3985487249929	P1	Crypt	1	Goblet-1
P1_T2_Crypt_B2_41	11.5640389419219	-6.39480009533834	P1	Crypt	7	Endocrine
P1_T2_Crypt_B2_42	1.43872953952754	-4.71671348422471	P1	Crypt	5	Enter-1
P1_T2_Crypt_B2_43	-13.0474546328556	-8.91142434781742	P1	Crypt	1	Goblet-1
P1_T2_Crypt_B2_44	-2.53958672641318	1.53670540479565	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_45	-3.13321428122692	-5.83627058584776	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_46	-2.27137455174798	-0.0443745820078084	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_47	-11.1640468976575	-12.045151991623	P1	Crypt	1	Goblet-1
P1_T2_Crypt_B2_48	-3.31746009311247	5.64632639574694	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_49	-5.55919008668174	-2.56870285996441	P1	Crypt	6	MKI67-high
P1_T2_Crypt_B2_5	-5.07741251390653	4.74382419907744	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_50	-6.72793170848191	6.71504617831529	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_51	-4.07480254799549	-2.78465308895481	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_52	-5.77534383609606	0.269741266234313	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_53	-0.346431400830462	4.43084857656313	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_54	1.5135606586353	-0.814456223097986	P1	Crypt	5	Enter-1
P1_T2_Crypt_B2_55	-3.61276701082468	-3.08880090651334	P1	Crypt	6	MKI67-high
P1_T2_Crypt_B2_56	-3.81837492426164	-1.35208627181778	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_58	0.090543434167797	4.97874385588949	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_59	-4.16501401261986	6.43452663360347	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_6	-1.89730999628942	-0.75037885763849	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_60	-3.7173085693856	1.29724511760092	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_61	6.06922594791466	-2.28530331495482	P1	Crypt	5	Enter-1
P1_T2_Crypt_B2_62	-3.38937355884166	-0.32517223770358	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_63	-0.533409386033356	1.39552219677076	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_64	0.760159703123776	-1.23279320056005	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_65	-5.24473353134687	-7.02561199586231	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_67	-2.81547988455688	-0.952778514448707	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_68	-6.7790646143694	2.49551292894882	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_69	-8.8616724794161	1.78239108867861	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_7	-6.88509110831116	-0.458360412772133	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_70	-4.90147521856207	7.87935753996382	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_71	-0.179508359095602	6.50042372212832	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_72	-4.01228107326156	3.12298831796746	P1	Crypt	6	MKI67-high
P1_T2_Crypt_B2_73	-1.60518864930033	5.33534126858488	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_74	-0.599479324470161	-1.35617204303734	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_75	-2.72582979530538	-1.37120658541858	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_76	-4.10737103912949	-5.02934329094911	P1	Crypt	6	MKI67-high
P1_T2_Crypt_B2_77	-5.03979586645857	8.82314969229425	P1	Crypt	2	Enter-2
P1_T2_Crypt_B2_78	-4.8926704347084	0.0506870558332766	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_79	-3.81358347783391	-2.73312833508884	P1	Crypt	6	MKI67-high
P1_T2_Crypt_B2_8	-6.44172491037358	-3.15581404451027	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_80	-4.65361630627296	-1.2786142868862	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_81	-1.85806878354085	4.12128141816087	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_82	-14.0910206675603	-9.01712766932956	P1	Crypt	1	Goblet-1
P1_T2_Crypt_B2_83	-3.80014498307115	0.7264261156945	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_84	-2.77083876136594	4.003332257329	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_85	0.731084351055546	10.8676545708289	P1	Crypt	2	Enter-2
P1_T2_Crypt_B2_86	-5.63256273328272	4.67604947786598	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_87	-0.76309630496533	5.71661429164036	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_88	-8.13999141301961	-1.49709158452173	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_89	-4.17008332688796	-6.00498419369538	P1	Crypt	6	MKI67-high
P1_T2_Crypt_B2_9	-5.08803745149144	-5.66946590745762	P1	Crypt	6	MKI67-high
P1_T2_Crypt_B2_90	-4.72204751633683	-6.88079092120753	P1	Crypt	2	Enter-2
P1_T2_Crypt_B2_91	1.83840721437668	1.20097393839325	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_92	-1.72668907961291	-4.02319823352519	P1	Crypt	6	MKI67-high
P1_T2_Crypt_B2_93	0.394586055401568	0.883420212885867	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_94	-1.81022990548472	2.2741791546352	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_95	-5.34339722946711	6.47964223140053	P1	Crypt	3	Enter-3
P1_T2_Crypt_B2_96	-5.78553296063285	-2.52735963823464	P1	Crypt	6	MKI67-high
P1_T2_Mix_B1_1	-12.9212947704968	-6.55027030796734	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_10	17.201672256157	13.1992639873113	P1	Mix	8	Mesenchymal
P1_T2_Mix_B1_11	18.1152004972563	13.4930669494459	P1	Mix	8	Mesenchymal
P1_T2_Mix_B1_12	17.3595939207989	13.7583080855132	P1	Mix	8	Mesenchymal
P1_T2_Mix_B1_13	-0.160984225899435	-2.57470712056531	P1	Mix	2	Enter-2
P1_T2_Mix_B1_14	17.8964820662957	12.7650251734485	P1	Mix	8	Mesenchymal
P1_T2_Mix_B1_15	18.5940327288276	14.7892712490077	P1	Mix	8	Mesenchymal
P1_T2_Mix_B1_16	-13.5954810960684	-8.95037376389456	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_17	-10.5833035044853	-8.20954367480193	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_18	18.4766551623442	13.7927209698422	P1	Mix	8	Mesenchymal
P1_T2_Mix_B1_19	-13.7079307081442	-13.4701441467998	P1	Mix	4	Goblet-2
P1_T2_Mix_B1_2	-10.672113588658	-10.537349368573	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_20	17.9705306363592	13.5091228231715	P1	Mix	8	Mesenchymal
P1_T2_Mix_B1_21	14.8828430266457	1.32653660898546	P1	Mix	4	Goblet-2
P1_T2_Mix_B1_22	-8.09527665683776	5.04353114073764	P1	Mix	3	Enter-3
P1_T2_Mix_B1_23	0.878618608891611	2.18572986044106	P1	Mix	3	Enter-3
P1_T2_Mix_B1_24	15.4524870260645	2.18504360728316	P1	Mix	4	Goblet-2
P1_T2_Mix_B1_25	3.96031151727818	-3.54265117255208	P1	Mix	3	Enter-3
P1_T2_Mix_B1_26	-14.0728573810044	-13.7978121079901	P1	Mix	4	Goblet-2
P1_T2_Mix_B1_27	17.9422768260948	14.2586261911574	P1	Mix	8	Mesenchymal
P1_T2_Mix_B1_28	-11.9366784367304	-14.18712792317	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_29	4.24653005297725	4.59540450136665	P1	Mix	2	Enter-2
P1_T2_Mix_B1_3	10.0771628341672	4.58998448152502	P1	Mix	5	Enter-1
P1_T2_Mix_B1_30	1.96045395616247	0.282718884529606	P1	Mix	5	Enter-1
P1_T2_Mix_B1_35	18.717313594752	12.4977476546955	P1	Mix	8	Mesenchymal
P1_T2_Mix_B1_36	-15.1734395805375	-11.0391790706887	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_38	-6.76598044276002	-2.1486643475499	P1	Mix	3	Enter-3
P1_T2_Mix_B1_4	-2.02442019168358	6.27625824369318	P1	Mix	3	Enter-3
P1_T2_Mix_B1_40	0.6875167150888	3.45653741608449	P1	Mix	3	Enter-3
P1_T2_Mix_B1_41	11.5561994902011	-6.48858265226134	P1	Mix	7	Endocrine
P1_T2_Mix_B1_42	15.9476501363141	3.80913428527545	P1	Mix	4	Goblet-2
P1_T2_Mix_B1_43	15.9443539650135	3.79127275407716	P1	Mix	4	Goblet-2
P1_T2_Mix_B1_44	-14.033474849104	-8.83823440514679	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_45	-11.4821375928102	-13.0166008264057	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_46	-8.4520183923966	-9.03791431169277	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_47	-12.9468131479172	-10.7531089718135	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_48	-15.5412857419297	-9.34145747883546	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_49	13.5351180409587	-2.23579883219219	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_5	-3.34010425471717	-4.1062093276953	P1	Mix	6	MKI67-high
P1_T2_Mix_B1_50	-0.815842773834045	-0.869593277617019	P1	Mix	3	Enter-3
P1_T2_Mix_B1_51	-10.9333836122638	-12.2784357528676	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_52	16.0088229262779	4.32311164895465	P1	Mix	4	Goblet-2
P1_T2_Mix_B1_53	-15.6533124201867	-6.30720023706789	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_54	16.8408856938038	13.8395428566265	P1	Mix	8	Mesenchymal
P1_T2_Mix_B1_55	17.4753744835636	15.1203490475773	P1	Mix	8	Mesenchymal
P1_T2_Mix_B1_57	-10.3502229744787	-12.0650004036213	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_58	10.4703744686169	1.41792494525664	P1	Mix	4	Goblet-2
P1_T2_Mix_B1_59	16.166641947503	9.06249552417482	P1	Mix	8	Mesenchymal
P1_T2_Mix_B1_6	14.9765603034583	4.57110139011846	P1	Mix	4	Goblet-2
P1_T2_Mix_B1_60	13.5396703744845	6.72942662233091	P1	Mix	9	Immune
P1_T2_Mix_B1_61	15.8117124650648	7.86298362545386	P1	Mix	9	Immune
P1_T2_Mix_B1_63	13.0550240947149	5.01231527360525	P1	Mix	4	Goblet-2
P1_T2_Mix_B1_64	1.58060778713779	-5.4172991974294	P1	Mix	2	Enter-2
P1_T2_Mix_B1_66	-11.9353774699715	-11.7781830191467	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_67	-13.2051961850176	-4.76819495712891	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_68	-10.2660401515768	-9.81536011362175	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_69	-9.80773787284329	-9.38182328882167	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_7	-8.12190611542951	-12.0094555529361	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_70	-16.5442600913815	-11.0460199798834	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_71	-12.2284374529172	-13.4462050770736	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_74	-12.3990411669676	-13.3507334019488	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_75	4.0714585660812	-3.68791416258423	P1	Mix	5	Enter-1
P1_T2_Mix_B1_79	18.4488489546971	14.7126358064342	P1	Mix	8	Mesenchymal
P1_T2_Mix_B1_8	-14.0423133379397	-13.8784619234547	P1	Mix	4	Goblet-2
P1_T2_Mix_B1_80	-16.1855885804971	-8.25201024544713	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_81	-11.6328477252537	-5.15073500924483	P1	Mix	4	Goblet-2
P1_T2_Mix_B1_82	18.7916037110481	15.2078169237372	P1	Mix	8	Mesenchymal
P1_T2_Mix_B1_83	14.0887026434244	7.01903365558552	P1	Mix	9	Immune
P1_T2_Mix_B1_84	-11.0770656148654	-9.87385749638381	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_85	0.774529906321789	-7.88118915664747	P1	Mix	2	Enter-2
P1_T2_Mix_B1_86	-13.4479738202532	-10.2335627643407	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_87	-16.036378340291	-10.5360902207997	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_88	14.9067480186664	7.89731672495807	P1	Mix	9	Immune
P1_T2_Mix_B1_89	-14.134245639027	-8.73063097766542	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_9	16.974658522556	14.1942202157152	P1	Mix	8	Mesenchymal
P1_T2_Mix_B1_90	-11.3539656719744	-7.59031389119955	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_93	-7.99285321999823	3.11344950870968	P1	Mix	2	Enter-2
P1_T2_Mix_B1_94	-13.1950114702707	-11.8765767300746	P1	Mix	1	Goblet-1
P1_T2_Mix_B1_95	4.01555970405767	-3.54637009359527	P1	Mix	2	Enter-2
P1_T2_Mix_B1_96	-14.4267434925931	-12.6333037135878	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_10	-12.6559766617607	-6.24949966930572	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_11	7.45367943084962	0.41547739204203	P1	Mix	5	Enter-1
P1_T2_Mix_B2_12	0.853157130138189	10.5044732301767	P1	Mix	5	Enter-1
P1_T2_Mix_B2_14	18.629037149221	14.1423353261984	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_17	14.044763614256	8.34550851059015	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_18	15.6105454943424	7.60727758349721	P1	Mix	9	Immune
P1_T2_Mix_B2_19	15.4015942850836	0.863735001648789	P1	Mix	4	Goblet-2
P1_T2_Mix_B2_2	17.6035013777482	14.3216784080505	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_22	-9.20949718809275	-10.8999024894029	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_25	19.0002695531739	14.2634718795271	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_26	18.3376828625296	13.0626557133582	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_27	7.88388711166142	6.44019094580783	P1	Mix	4	Goblet-2
P1_T2_Mix_B2_29	16.9739799890128	14.9994487509313	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_31	17.6824338074222	14.4976181515613	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_4	2.98703299870025	-0.960286650306252	P1	Mix	2	Enter-2
P1_T2_Mix_B2_41	-10.3303439780331	-14.1191503101269	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_42	-15.4860016140875	-13.1293526064515	P1	Mix	4	Goblet-2
P1_T2_Mix_B2_43	-16.2039781413669	-11.9691321531887	P1	Mix	4	Goblet-2
P1_T2_Mix_B2_44	-14.6899682341587	-8.49806949464311	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_45	-12.7138318680892	-10.2293849181689	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_46	-11.3296792934542	-10.7779987448625	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_47	-11.8005179668176	-10.7778333396033	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_48	-12.768777601597	-5.2048357227703	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_49	-9.10050986997451	-6.30765278565468	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_50	-14.0470492778374	-7.06275644416543	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_51	18.5710512816528	15.0601676308807	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_53	17.4154882978019	10.9213462223366	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_54	-8.52766446830545	-13.4930074931491	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_55	-14.8661912989221	-5.43637133215989	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_57	-15.4354017875472	-9.96490765922096	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_58	-16.245613099488	-8.15578085581924	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_59	-10.4362195010672	-10.5914901251083	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_6	14.2907810385342	6.78921734445984	P1	Mix	9	Immune
P1_T2_Mix_B2_60	-10.393698357345	-9.13086097910856	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_61	17.5606604239761	15.3140420152509	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_62	17.5965018465692	14.3913371728319	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_63	17.15984758559	13.3648228609601	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_64	16.6112523394655	8.40238106585602	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_65	15.6246964469589	12.6130858388318	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_66	4.89793307430392	-7.08064286971334	P1	Mix	5	Enter-1
P1_T2_Mix_B2_67	-13.9715115952457	-11.3424916165353	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_68	-13.3764098229714	-12.2410988201514	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_69	-14.5752357594276	-10.1559739918114	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_7	17.3211026652917	14.4108158097256	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_71	-3.15721119962413	-0.417426644944196	P1	Mix	3	Enter-3
P1_T2_Mix_B2_72	19.2427955650083	12.7502126809645	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_73	3.20619538209637	7.82665798932167	P1	Mix	2	Enter-2
P1_T2_Mix_B2_74	15.487929023653	1.23814520665375	P1	Mix	4	Goblet-2
P1_T2_Mix_B2_76	13.6998144542355	8.41717972589865	P1	Mix	4	Goblet-2
P1_T2_Mix_B2_78	-14.8169717761629	-10.1362775895777	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_79	-12.5596270770841	-13.3353912381406	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_81	-13.970673245639	-7.01050243113947	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_83	-11.5272467415041	-10.0855961965217	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_84	-1.11978895429246	0.685684886973507	P1	Mix	3	Enter-3
P1_T2_Mix_B2_86	-13.6043336065478	-10.725781665641	P1	Mix	1	Goblet-1
P1_T2_Mix_B2_87	-12.6013665272385	-12.1672967029257	P1	Mix	4	Goblet-2
P1_T2_Mix_B2_88	15.3740783604544	1.68878996353583	P1	Mix	4	Goblet-2
P1_T2_Mix_B2_89	-10.155871954122	-7.5263344039179	P1	Mix	1	Goblet-1
