Sample	tsne1	tsne2	Patient	Position	Cluster	Cluster
P1_T2_Mix_B2_91	17.6890925951506	13.8488655133092	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_93	16.9735740411094	13.1797701153565	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_94	-8.29849506349514	-11.9010540978976	P1	Mix	4	Goblet-2
P1_T2_Mix_B2_95	17.5541213589538	14.8306701654747	P1	Mix	8	Mesenchymal
P1_T2_Mix_B2_96	-9.63711562048714	2.91723474341993	P1	Mix	3	Enter-3
P1_T2_Villus_B1_1	-1.69310916541351	-0.260398425714978	P1	Villus	3	Enter-3
P1_T2_Villus_B1_10	-9.34654790044689	-10.4538348309117	P1	Villus	1	Goblet-1
P1_T2_Villus_B1_13	-13.4933307385027	-8.87159777335786	P1	Villus	1	Goblet-1
P1_T2_Villus_B1_14	-16.820027191541	-11.1259805232436	P1	Villus	1	Goblet-1
P1_T2_Villus_B1_15	-2.42673361775466	1.18907859191307	P1	Villus	6	MKI67-high
P1_T2_Villus_B1_16	8.84659173836213	6.98535010305398	P1	Villus	2	Enter-2
P1_T2_Villus_B1_17	1.50473019889221	5.02167533157604	P1	Villus	3	Enter-3
P1_T2_Villus_B1_18	-4.92510041559407	7.56664234662011	P1	Villus	3	Enter-3
P1_T2_Villus_B1_19	-4.39155233964705	3.66849489377891	P1	Villus	3	Enter-3
P1_T2_Villus_B1_20	1.77706638648365	6.1797739517676	P1	Villus	3	Enter-3
P1_T2_Villus_B1_21	-12.9824492707735	-9.00076103485089	P1	Villus	1	Goblet-1
P1_T2_Villus_B1_22	-3.79272827532331	3.71580470033608	P1	Villus	3	Enter-3
P1_T2_Villus_B1_23	-4.52362103505807	3.21899373000679	P1	Villus	3	Enter-3
P1_T2_Villus_B1_24	1.76828948835413	1.64172026312291	P1	Villus	3	Enter-3
P1_T2_Villus_B1_26	-0.0844215975488203	-9.09680810020356	P1	Villus	2	Enter-2
P1_T2_Villus_B1_27	18.1880071486801	13.3597111551727	P1	Villus	8	Mesenchymal
P1_T2_Villus_B1_28	-0.0626058430165262	1.42686489960534	P1	Villus	3	Enter-3
P1_T2_Villus_B1_29	-0.0259737165425831	-8.66360221333763	P1	Villus	5	Enter-1
P1_T2_Villus_B1_3	-9.93182876697379	2.3157330105482	P1	Villus	3	Enter-3
P1_T2_Villus_B1_30	-5.67975140351823	0.735715581786832	P1	Villus	3	Enter-3
P1_T2_Villus_B1_31	18.3560857234018	13.7371147287861	P1	Villus	8	Mesenchymal
P1_T2_Villus_B1_32	-4.73111863300855	-0.169804632104945	P1	Villus	3	Enter-3
P1_T2_Villus_B1_36	18.6669045900286	11.8215460877548	P1	Villus	8	Mesenchymal
P1_T2_Villus_B1_39	-0.25040037151838	5.61462356957701	P1	Villus	3	Enter-3
P1_T2_Villus_B1_4	-1.12178312857613	-3.00200251990416	P1	Villus	3	Enter-3
P1_T2_Villus_B1_5	-6.31449443247297	3.07661576739421	P1	Villus	3	Enter-3
P1_T2_Villus_B1_64	-14.4493860660126	-8.52212914220604	P1	Villus	1	Goblet-1
P1_T2_Villus_B1_65	-2.80334113747592	1.40650509311626	P1	Villus	3	Enter-3
P1_T2_Villus_B1_66	-9.65017138463068	-11.1841900577598	P1	Villus	1	Goblet-1
P1_T2_Villus_B1_67	-1.39123805630352	2.25625683592037	P1	Villus	3	Enter-3
P1_T2_Villus_B1_69	3.29175929439323	5.58335698674009	P1	Villus	4	Goblet-2
P1_T2_Villus_B1_7	-7.71685324739499	1.10493600080023	P1	Villus	3	Enter-3
P1_T2_Villus_B1_70	15.6185413112539	6.65721866597723	P1	Villus	9	Immune
P1_T2_Villus_B1_71	-7.98365070174128	5.05799459271111	P1	Villus	3	Enter-3
P1_T2_Villus_B1_72	-12.5174724454431	-5.36531080826022	P1	Villus	1	Goblet-1
P1_T2_Villus_B1_73	-1.77790828954038	0.656120571415295	P1	Villus	3	Enter-3
P1_T2_Villus_B1_74	10.6505374531251	-6.90236864148118	P1	Villus	7	Endocrine
P1_T2_Villus_B1_77	2.08026319229413	-0.882981347397678	P1	Villus	5	Enter-1
P1_T2_Villus_B1_83	0.128850882808183	5.42686625413778	P1	Villus	3	Enter-3
P1_T2_Villus_B1_85	15.7640524834792	8.04107789276606	P1	Villus	9	Immune
P1_T2_Villus_B1_86	16.573626741495	13.171945393284	P1	Villus	8	Mesenchymal
P1_T2_Villus_B1_87	17.2666549239745	13.1773256199022	P1	Villus	8	Mesenchymal
P1_T2_Villus_B1_88	18.6113425202964	14.9045368835173	P1	Villus	8	Mesenchymal
P1_T2_Villus_B1_89	0.70387474449548	4.36599509050561	P1	Villus	3	Enter-3
P1_T2_Villus_B1_9	-1.84462628738152	-1.81982254448931	P1	Villus	3	Enter-3
P1_T2_Villus_B1_95	1.26587382396485	4.87065728338951	P1	Villus	3	Enter-3
P1_T2_Villus_B1_96	-15.2925434539103	-11.7778687953769	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_1	-9.36103719228417	-9.47288556889153	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_10	-9.20660973395291	-6.56186944263269	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_12	-1.52599793264282	-3.54741739715144	P1	Villus	2	Enter-2
P1_T2_Villus_B2_14	-10.8734243068107	-4.70527449099966	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_16	-2.62408436542644	-6.0905794631353	P1	Villus	3	Enter-3
P1_T2_Villus_B2_17	-11.4395206548889	-10.965482463724	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_18	-6.9258727763768	4.94785510166592	P1	Villus	3	Enter-3
P1_T2_Villus_B2_20	-6.58633912168074	-0.927655054372167	P1	Villus	3	Enter-3
P1_T2_Villus_B2_22	-1.53262609981069	1.14969078027613	P1	Villus	3	Enter-3
P1_T2_Villus_B2_24	-3.71387350352073	-5.18267540398972	P1	Villus	6	MKI67-high
P1_T2_Villus_B2_25	-3.43851785567234	4.23248765772227	P1	Villus	3	Enter-3
P1_T2_Villus_B2_26	-16.2688874732092	-11.254755899162	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_27	0.139165132477045	-8.5847791443665	P1	Villus	2	Enter-2
P1_T2_Villus_B2_28	17.9840322350714	13.4021989168589	P1	Villus	8	Mesenchymal
P1_T2_Villus_B2_29	-5.73502082481318	5.53963158699612	P1	Villus	3	Enter-3
P1_T2_Villus_B2_3	-0.306291863725859	-4.18187745306384	P1	Villus	3	Enter-3
P1_T2_Villus_B2_30	-12.2882282740006	-7.75891143488161	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_31	-10.5949562893163	-8.16422990658029	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_32	1.72878329482636	6.30590681299267	P1	Villus	3	Enter-3
P1_T2_Villus_B2_4	-10.5055403273142	-11.541884476582	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_41	-2.17977701247221	-6.6949793769137	P1	Villus	2	Enter-2
P1_T2_Villus_B2_42	7.85142652743085	4.48415703995341	P1	Villus	4	Goblet-2
P1_T2_Villus_B2_43	8.04675383678393	-4.23093186737916	P1	Villus	5	Enter-1
P1_T2_Villus_B2_44	13.4142238763891	1.11448747706963	P1	Villus	4	Goblet-2
P1_T2_Villus_B2_45	-3.8363651870503	0.591638194473486	P1	Villus	3	Enter-3
P1_T2_Villus_B2_46	14.3862180121784	6.48148053740165	P1	Villus	9	Immune
P1_T2_Villus_B2_47	-4.56300663274879	2.75289227393588	P1	Villus	3	Enter-3
P1_T2_Villus_B2_49	16.5899638953558	12.98163109732	P1	Villus	8	Mesenchymal
P1_T2_Villus_B2_5	-1.40621255143901	-2.0207850983132	P1	Villus	3	Enter-3
P1_T2_Villus_B2_50	-0.551699641340286	2.58443691562386	P1	Villus	3	Enter-3
P1_T2_Villus_B2_51	2.40039209492472	-6.92793854939291	P1	Villus	5	Enter-1
P1_T2_Villus_B2_52	-0.247127969577743	-4.93898416834932	P1	Villus	5	Enter-1
P1_T2_Villus_B2_53	17.6034595229822	11.5571822001449	P1	Villus	8	Mesenchymal
P1_T2_Villus_B2_54	-0.923066422518114	4.26202335499785	P1	Villus	3	Enter-3
P1_T2_Villus_B2_56	-3.72444937569512	-3.06878072468919	P1	Villus	6	MKI67-high
P1_T2_Villus_B2_60	-14.6602257368067	-8.33213453046759	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_61	-12.3347189134738	-13.5894994800573	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_62	-10.7104731954888	-8.35089843838276	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_63	4.4633843207344	-6.62665793181527	P1	Villus	5	Enter-1
P1_T2_Villus_B2_64	-17.0474122445036	-9.16580523267251	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_65	1.74445995472434	-2.29340839780209	P1	Villus	5	Enter-1
P1_T2_Villus_B2_66	-1.94406283359429	2.833805789185	P1	Villus	3	Enter-3
P1_T2_Villus_B2_67	-10.7548607344771	-3.60340718593748	P1	Villus	2	Enter-2
P1_T2_Villus_B2_68	12.0525400974084	3.07080224054754	P1	Villus	4	Goblet-2
P1_T2_Villus_B2_69	0.853406471492224	-1.71125304049737	P1	Villus	3	Enter-3
P1_T2_Villus_B2_70	-13.1335384518078	-8.06338369726091	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_71	11.4551791741758	1.07245520464002	P1	Villus	10	OLFMGoblet-2-high
P1_T2_Villus_B2_72	-2.03333652641464	1.3555423374865	P1	Villus	3	Enter-3
P1_T2_Villus_B2_73	-14.1143040038878	-5.83554629876859	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_75	-2.28099000680393	1.43427785862557	P1	Villus	3	Enter-3
P1_T2_Villus_B2_76	-3.29311068414941	2.07371926605095	P1	Villus	3	Enter-3
P1_T2_Villus_B2_77	-4.12645776146673	-4.4776236543616	P1	Villus	6	MKI67-high
P1_T2_Villus_B2_78	3.78306196034565	4.70573441738517	P1	Villus	5	Enter-1
P1_T2_Villus_B2_8	-3.70538951697771	-7.24746243396927	P1	Villus	6	MKI67-high
P1_T2_Villus_B2_81	-10.2207192647034	-11.519572159093	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_82	-8.22364568078847	3.60313120806972	P1	Villus	3	Enter-3
P1_T2_Villus_B2_85	-15.1711754367488	-4.4429349144291	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_86	-10.0594343750121	-14.4436772579701	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_89	3.2321821194079	4.00310056159123	P1	Villus	5	Enter-1
P1_T2_Villus_B2_9	-12.4282886898047	-2.91839620221846	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_92	-8.52375906213856	-10.2941382513919	P1	Villus	1	Goblet-1
P1_T2_Villus_B2_94	-6.88031093197405	0.881522160340832	P1	Villus	2	Enter-2
P1_T2_Villus_B2_95	17.394527937108	13.3371978815576	P1	Villus	8	Mesenchymal
P1_T2_Villus_B2_96	-3.57316001971366	-5.25460102717826	P1	Villus	6	MKI67-high
P2_T1_Crypt_B1_10	3.02000143206384	2.85588628160586	P2	Crypt	5	Enter-1
P2_T1_Crypt_B1_11	-9.8569030228533	-8.76689839645882	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B1_15	-3.44126182306774	5.17665045767798	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_16	-7.67778856781954	-6.5130171690741	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B1_17	2.79275352930328	-5.02416635707006	P2	Crypt	5	Enter-1
P2_T1_Crypt_B1_19	-11.6892950032896	-8.01519601928784	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B1_20	-3.61052254276831	6.61786988482617	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_21	-3.15707772284107	-2.92607380772386	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_22	-11.4980097050127	-9.12655655312308	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B1_24	-9.14329184637552	-8.72566259401978	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B1_25	4.15992699637309	-2.74557153087869	P2	Crypt	5	Enter-1
P2_T1_Crypt_B1_27	5.50268535013842	1.79379298349729	P2	Crypt	5	Enter-1
P2_T1_Crypt_B1_29	-2.40409245554173	1.94130000996954	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_3	-2.42721774584005	1.68968896864732	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_31	-2.50614819504813	2.70098874813622	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_33	-9.37152602954871	3.10040101208356	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_37	-6.10331143918528	0.821894913548867	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_38	5.14435670676998	-7.13610489096785	P2	Crypt	5	Enter-1
P2_T1_Crypt_B1_39	-1.25593192800757	-7.56681941647335	P2	Crypt	5	Enter-1
P2_T1_Crypt_B1_40	0.159773384122634	9.05920911709552	P2	Crypt	5	Enter-1
P2_T1_Crypt_B1_44	-4.63859046283186	-6.22100596210219	P2	Crypt	6	MKI67-high
P2_T1_Crypt_B1_45	-0.237694190540434	-4.44650103798583	P2	Crypt	5	Enter-1
P2_T1_Crypt_B1_47	-1.42547558594074	-0.432996785979654	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_49	0.586531636055941	-3.6114796570337	P2	Crypt	5	Enter-1
P2_T1_Crypt_B1_50	-0.357411399393792	6.12199024301351	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_52	8.31790366508988	0.496886848856982	P2	Crypt	5	Enter-1
P2_T1_Crypt_B1_53	-13.3587002252629	-4.97809923073791	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B1_55	-4.82373949628551	1.33311865759405	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_56	2.4744865845349	6.82739576227423	P2	Crypt	2	Enter-2
P2_T1_Crypt_B1_57	-0.0210195686345171	0.183750431811589	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_59	-1.26264497225202	6.13791367702389	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_60	-4.08807957262747	-4.89618950224183	P2	Crypt	6	MKI67-high
P2_T1_Crypt_B1_61	-12.8902553053121	-9.52455602216416	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B1_62	5.62837025119395	4.36157052714462	P2	Crypt	5	Enter-1
P2_T1_Crypt_B1_63	-8.84373363515787	3.14640188798899	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_64	-13.2105604010482	-10.486679365128	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B1_67	-11.0152976952186	-9.29834593829786	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B1_68	-1.45317857746649	8.68613181592725	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_7	3.55077827497571	1.63912364737344	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_70	-5.57459402242632	-5.67781861022654	P2	Crypt	6	MKI67-high
P2_T1_Crypt_B1_72	-10.5435450128939	-4.1255988352496	P2	Crypt	2	Enter-2
P2_T1_Crypt_B1_76	-3.0466607072331	0.982903868364123	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_77	6.33969196829738	2.55180218458336	P2	Crypt	5	Enter-1
P2_T1_Crypt_B1_8	-4.30279469815276	3.32199522349878	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_80	-2.6836934513782	-3.73075994471287	P2	Crypt	2	Enter-2
P2_T1_Crypt_B1_81	-0.311454259733204	-3.04981208081892	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_83	-3.32239724286119	5.9144653155963	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_85	-0.557493825566161	-4.82925448103897	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_86	-4.50886532214996	-5.71340830627397	P2	Crypt	6	MKI67-high
P2_T1_Crypt_B1_87	6.85273249720448	-3.77473474222659	P2	Crypt	5	Enter-1
P2_T1_Crypt_B1_88	1.39577516250385	7.71272064029936	P2	Crypt	5	Enter-1
P2_T1_Crypt_B1_89	-1.79103132321638	3.1706737074578	P2	Crypt	3	Enter-3
P2_T1_Crypt_B1_9	7.32100053215677	-5.36848981524543	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B1_90	-10.7671012807202	-5.75613519846496	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B1_91	-12.3518550719095	0.544214111458869	P2	Crypt	5	Enter-1
P2_T1_Crypt_B1_92	10.7610065756746	-6.94290465763187	P2	Crypt	7	Endocrine
P2_T1_Crypt_B1_94	-1.39617482854564	3.03172672059352	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_1	-8.90742202315731	-11.621437042902	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B2_10	3.45321792361752	2.56687930366467	P2	Crypt	5	Enter-1
P2_T1_Crypt_B2_12	-10.9014866623272	-8.60528799044818	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B2_14	-2.65774271693298	2.19848879964553	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_15	-4.34277848494398	5.15195660573897	P2	Crypt	5	Enter-1
P2_T1_Crypt_B2_16	-4.7555887960978	0.388278075979151	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_17	2.25638409173587	8.50519160839486	P2	Crypt	5	Enter-1
P2_T1_Crypt_B2_18	-7.08556547188958	2.54447789091259	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_19	5.22686500103207	6.2536986911532	P2	Crypt	5	Enter-1
P2_T1_Crypt_B2_2	-12.4342100385902	-11.4219345695477	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B2_25	-1.41460704416471	0.195773012813539	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_27	-1.07509884253501	2.68121771925172	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_29	-5.35521613651211	4.25286077814315	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_36	-1.49902098315944	6.2291207304627	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_38	-5.71844973852029	-1.58738915781755	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_39	-4.57831043631655	-0.576906683513031	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_41	-14.2021600990411	-5.6930710812275	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B2_42	4.41557426940023	-7.94561517121228	P2	Crypt	5	Enter-1
P2_T1_Crypt_B2_44	-2.49739840311534	2.02777376737736	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_45	10.4314745328788	-6.03771577938961	P2	Crypt	7	Endocrine
P2_T1_Crypt_B2_47	-7.17989070263642	-8.86881663822676	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B2_48	-6.74793911019805	-0.440846041451623	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_49	5.24540423808728	1.83658118850707	P2	Crypt	5	Enter-1
P2_T1_Crypt_B2_50	-4.73125509419072	-5.59984511058094	P2	Crypt	6	MKI67-high
P2_T1_Crypt_B2_51	-12.6786728760133	-8.3852538839751	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B2_52	-11.5793916631925	-8.5555491403573	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B2_54	-5.74169673038237	-4.41315176146715	P2	Crypt	6	MKI67-high
P2_T1_Crypt_B2_55	-2.0313524909469	8.85189249222032	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_58	-13.3956669948089	-6.06237623930005	P2	Crypt	5	Enter-1
P2_T1_Crypt_B2_59	-14.6829390865738	-7.82011389631524	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B2_60	-11.2772184997922	-6.47358371431351	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B2_61	-12.8809037656037	-9.72120127798177	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B2_62	-2.19682903500993	2.58182726807373	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_64	-1.69265886462186	5.77612787129096	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_66	5.62682659641743	4.31919122179565	P2	Crypt	5	Enter-1
P2_T1_Crypt_B2_67	8.7457968252563	0.600443923799142	P2	Crypt	5	Enter-1
P2_T1_Crypt_B2_70	-2.12716776471051	3.60062066273799	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_73	-2.27356966231832	-1.93696096948882	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_74	2.10384819169048	1.32581932358224	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_78	-9.56098285073264	-10.391475355046	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B2_79	-12.3298217440405	-5.16270959693551	P2	Crypt	5	Enter-1
P2_T1_Crypt_B2_80	-8.30597864234589	-10.0350112069619	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B2_81	-4.79108191080203	-3.17668999454121	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_82	-3.21816670355837	5.30667369218761	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_83	0.92508243565727	3.72485864929651	P2	Crypt	5	Enter-1
P2_T1_Crypt_B2_86	-11.4473797545339	-4.10914663841638	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B2_88	-3.47221087720346	-0.629571477656279	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_89	-0.311580738211473	3.2392852895097	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_90	-5.61348912716405	-8.1354098089383	P2	Crypt	1	Goblet-1
P2_T1_Crypt_B2_91	0.690475776473101	0.949898453594344	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_93	-4.8858004499921	8.63129078348544	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_94	-2.64581425444224	1.74538391072875	P2	Crypt	3	Enter-3
P2_T1_Crypt_B2_96	-10.7985972422786	-12.0277460584991	P2	Crypt	1	Goblet-1
P2_T1_Mix_B1_11	5.59886876094108	4.77992018462677	P2	Mix	2	Enter-2
P2_T1_Mix_B1_12	-6.56316922110726	3.26617357851748	P2	Mix	5	Enter-1
P2_T1_Mix_B1_14	18.8580592276123	11.701521495918	P2	Mix	8	Mesenchymal
P2_T1_Mix_B1_18	4.70892514623062	-9.58549324648613	P2	Mix	4	Goblet-2
P2_T1_Mix_B1_19	6.63871630090068	6.45145853959664	P2	Mix	8	Mesenchymal
P2_T1_Mix_B1_21	14.2849860113037	7.00226510351736	P2	Mix	4	Goblet-2
P2_T1_Mix_B1_22	11.8252396633585	2.79859747825163	P2	Mix	4	Goblet-2
P2_T1_Mix_B1_25	5.74821494011884	1.78977714120354	P2	Mix	5	Enter-1
P2_T1_Mix_B1_27	17.6477065696802	11.0455467219893	P2	Mix	8	Mesenchymal
P2_T1_Mix_B1_28	15.9674642402734	12.3444653965515	P2	Mix	8	Mesenchymal
P2_T1_Mix_B1_35	18.8329095323745	13.5603716539284	P2	Mix	8	Mesenchymal
P2_T1_Mix_B1_39	16.6589908971637	12.7968659056711	P2	Mix	8	Mesenchymal
P2_T1_Mix_B1_42	-2.03338463825166	-1.98781530479981	P2	Mix	3	Enter-3
P2_T1_Mix_B1_43	-11.6754695670235	-4.19230729096186	P2	Mix	1	Goblet-1
P2_T1_Mix_B1_45	18.8493653780844	12.1912930257657	P2	Mix	8	Mesenchymal
P2_T1_Mix_B1_49	15.8012030097128	13.8852366527966	P2	Mix	8	Mesenchymal
P2_T1_Mix_B1_50	6.91352011902466	3.13905870195892	P2	Mix	5	Enter-1
P2_T1_Mix_B1_51	7.37429912936512	3.35450323123368	P2	Mix	5	Enter-1
P2_T1_Mix_B1_54	7.43495327386746	3.42417864110145	P2	Mix	5	Enter-1
P2_T1_Mix_B1_55	-9.01612210993367	-8.3183423519864	P2	Mix	1	Goblet-1
P2_T1_Mix_B1_58	5.41568147808256	0.729077874842484	P2	Mix	5	Enter-1
P2_T1_Mix_B1_59	-0.188968840325823	1.02121822633723	P2	Mix	3	Enter-3
P2_T1_Mix_B1_6	-11.2308548658106	-3.39616714269249	P2	Mix	1	Goblet-1
P2_T1_Mix_B1_60	-10.2844223533591	-9.51064076367059	P2	Mix	1	Goblet-1
P2_T1_Mix_B1_61	17.7914475893288	11.9401787552097	P2	Mix	8	Mesenchymal
P2_T1_Mix_B1_62	-10.8997098154615	-9.69382778020426	P2	Mix	1	Goblet-1
P2_T1_Mix_B1_63	0.602079907800521	-5.21661613079468	P2	Mix	3	Enter-3
P2_T1_Mix_B1_64	-9.81692346510939	-12.902776984555	P2	Mix	1	Goblet-1
P2_T1_Mix_B1_67	18.4442742821867	12.8468652863588	P2	Mix	8	Mesenchymal
P2_T1_Mix_B1_71	-10.609385622876	-8.42641941875623	P2	Mix	1	Goblet-1
P2_T1_Mix_B1_72	-12.3967352221706	-11.1222286509852	P2	Mix	1	Goblet-1
P2_T1_Mix_B1_73	16.2731180840961	7.60872598558853	P2	Mix	9	Immune
P2_T1_Mix_B1_81	17.2660215971764	11.2724721097113	P2	Mix	8	Mesenchymal
P2_T1_Mix_B1_82	17.5432914058748	13.320151041842	P2	Mix	8	Mesenchymal
P2_T1_Mix_B1_91	6.84972288141412	4.19802269876719	P2	Mix	2	Enter-2
P2_T1_Mix_B1_93	17.5368643528606	13.666974636788	P2	Mix	8	Mesenchymal
P2_T1_Mix_B1_95	6.20793657018076	-1.67377843832173	P2	Mix	5	Enter-1
P2_T1_Mix_B1_96	5.20854467895584	6.09166122054859	P2	Mix	5	Enter-1
P2_T1_Mix_B2_1	17.8698261717088	13.1951349308118	P2	Mix	8	Mesenchymal
P2_T1_Mix_B2_11	-10.6353629060687	-4.29954618040264	P2	Mix	1	Goblet-1
P2_T1_Mix_B2_15	16.7159519956211	13.6278164500843	P2	Mix	8	Mesenchymal
P2_T1_Mix_B2_20	16.3437942757063	11.5692531402635	P2	Mix	8	Mesenchymal
P2_T1_Mix_B2_22	6.25611125818371	1.96114267341182	P2	Mix	5	Enter-1
P2_T1_Mix_B2_27	5.72665656069358	-3.61178789929867	P2	Mix	5	Enter-1
P2_T1_Mix_B2_29	3.607449479451	3.00069613423787	P2	Mix	5	Enter-1
P2_T1_Mix_B2_31	16.9923352133572	12.0598943406887	P2	Mix	8	Mesenchymal
P2_T1_Mix_B2_36	9.34029469351172	1.99389307739253	P2	Mix	5	Enter-1
P2_T1_Mix_B2_41	8.67977112831989	3.2135195715415	P2	Mix	5	Enter-1
P2_T1_Mix_B2_43	10.2964574255297	-6.24550945344321	P2	Mix	7	Endocrine
P2_T1_Mix_B2_44	4.08216839951044	0.759637702370942	P2	Mix	5	Enter-1
P2_T1_Mix_B2_46	6.49854841901194	2.2449391208331	P2	Mix	5	Enter-1
P2_T1_Mix_B2_48	8.17392689715325	5.04387082597094	P2	Mix	5	Enter-1
P2_T1_Mix_B2_49	13.2550400043301	3.9582200046257	P2	Mix	4	Goblet-2
P2_T1_Mix_B2_50	4.65622287324581	-8.98305885827831	P2	Mix	5	Enter-1
P2_T1_Mix_B2_51	-6.65085130803709	6.82717823443355	P2	Mix	3	Enter-3
P2_T1_Mix_B2_52	4.18708784999994	-0.27344647354759	P2	Mix	5	Enter-1
P2_T1_Mix_B2_65	8.2932595733227	3.2756040591584	P2	Mix	5	Enter-1
P2_T1_Mix_B2_66	17.2600880599743	11.9467401559093	P2	Mix	8	Mesenchymal
P2_T1_Mix_B2_7	10.9895077858686	-6.77890952945617	P2	Mix	7	Endocrine
P2_T1_Mix_B2_70	-8.36874809985505	-10.0385963116391	P2	Mix	1	Goblet-1
P2_T1_Mix_B2_72	-9.1243080714075	-8.04373385879773	P2	Mix	1	Goblet-1
P2_T1_Mix_B2_75	-5.14160457808998	-7.52506908839123	P2	Mix	5	Enter-1
P2_T1_Mix_B2_77	-15.3023294175748	-7.75470305241815	P2	Mix	1	Goblet-1
